ER30001,ER30002,PCGID68,PCGPN,CDSHID,CHLDINST,PCGINST
6370,44,6370,32,3040,3,2
6370,45,6370,33,3039,2,1
6370,46,6370,172,3041,2,1
6370,47,6370,32,3040,4,2
6370,49,6370,195,3042,2,1
6370,50,6370,32,3040,5,2
6375,35,6375,30,3043,4,2
6377,38,6377,36,3047,2,1
6381,42,6381,31,3049,2,1
6381,43,6381,34,3051,3,2
6381,44,6381,40,3048,3,2
6381,45,6381,39,3053,3,2
6381,46,6381,40,3048,4,2
6381,47,6381,34,3051,4,2
6381,48,6381,34,3051,5,2
6381,190,6381,203,3050,1,2
6396,32,6396,181,3056,2,1
6396,179,6396,3,3055,4,1
6396,180,6396,3,3055,5,1
6409,37,6409,31,3057,2,1
6411,35,6411,187,3058,3,1
6411,36,6411,187,3058,4,1
6414,32,6414,174,3061,3,1
6418,37,6418,35,3062,2,1
6418,38,6418,35,3062,3,1
6431,35,6431,200,3063,3,2
6434,31,6434,4,3064,3,2
6434,32,6434,4,3064,4,2
6436,50,6436,33,3065,2,1
6436,51,6436,33,3065,3,1
6436,53,6436,31,3066,3,1
6436,54,6436,33,3065,4,1
6436,55,6436,31,3066,4,1
6436,56,6436,46,3066,5,2
6438,33,6438,30,3070,2,1
6438,34,6438,32,3071,2,1
6438,177,6438,5,3069,4,1
6472,31,6472,170,3072,2,1
6472,32,6472,170,3072,3,1
6472,33,6472,170,3072,4,1
6475,44,6475,36,3080,3,1
6475,45,6475,171,3075,2,1
6475,46,6475,171,3075,3,1
6475,47,6475,33,3079,2,1
6475,48,6475,36,3080,2,1
6475,49,6475,32,3076,2,1
6475,50,6475,32,3076,3,1
6475,51,6475,170,3077,3,1
6475,52,6475,38,3081,2,1
6475,53,6475,37,3078,2,1
6475,54,6475,41,3073,3,2
6475,55,6475,40,3074,3,1
6475,56,6475,36,3080,4,1
6475,212,6475,40,3074,2,1
6478,55,6478,30,3084,2,1
6478,56,6478,31,3086,3,2
6478,57,6478,198,3085,3,2
6484,48,6484,175,3087,3,1
6484,49,6484,178,3089,2,1
6484,51,6484,178,3089,3,1
6485,43,6485,30,3093,3,2
6485,45,6485,8,3090,3,2
6485,46,6485,30,3093,4,2
6485,47,6485,37,3095,2,1
6485,48,6485,37,3095,3,1
6485,49,6485,202,3092,2,1
6485,50,6485,37,3095,4,1
6485,51,6485,37,3095,5,1
6485,192,6485,191,3094,2,1
6489,30,6489,2,3097,3,2
6495,171,6495,170,3098,5,2
6499,40,6499,32,3101,3,1
6509,31,6509,4,3102,3,2
6509,32,6509,4,3102,4,2
6509,33,6509,4,3102,5,2
6519,41,6519,31,3103,3,2
6522,33,6522,4,3104,3,1
6522,34,6522,4,3104,4,1
6537,41,6537,32,3105,3,1
6537,42,6537,32,3105,4,1
6537,43,6537,37,3106,2,1
6537,44,6537,37,3106,3,1
6539,30,6539,170,3107,3,1
6539,31,6539,174,3107,4,2
6539,32,6539,174,3107,5,2
6541,32,6541,178,3109,2,1
6541,33,6541,179,3110,4,2
6541,34,6541,178,3109,3,1
6545,43,6545,189,3114,3,2
6545,45,6545,30,3117,3,2
6545,46,6545,36,3112,2,1
6545,47,6545,40,3115,2,1
6545,48,6545,178,3116,3,2
6545,186,6545,7,3113,1,2
6546,38,6546,182,3118,4,2
6546,39,6546,34,3119,4,3
6547,33,6547,30,3120,2,1
6547,34,6547,30,3120,3,1
6549,32,6549,30,3121,3,2
6549,33,6549,30,3121,4,2
6560,34,6560,178,3123,2,1
6560,35,6560,178,3123,3,1
6560,36,6560,178,3123,4,1
6571,39,6571,176,3125,3,1
6571,40,6571,176,3125,4,1
6571,41,6571,30,3124,2,1
6571,42,6571,32,3126,3,1
6575,33,6575,32,3127,3,1
6575,34,6575,32,3127,4,1
6575,35,6575,180,3128,2,1
6577,42,6577,36,3130,2,1
6577,43,6577,185,3129,4,2
6577,44,6577,36,3130,3,1
6577,45,6577,185,3129,5,2
6577,46,6577,37,3131,3,2
6577,47,6577,37,3131,4,2
6577,48,6577,36,3130,4,1
6582,35,6582,184,3134,3,1
6582,36,6582,184,3134,4,1
6582,39,6582,33,3135,2,1
6582,40,6582,185,3132,3,2
6583,53,6583,42,3140,2,1
6583,54,,,3137,3,
6583,59,6583,222,3142,5,2
6583,60,6583,38,3138,2,1
6583,61,6583,212,3139,3,1
6583,63,6583,42,3140,3,1
6583,64,6583,222,3142,3,2
6583,65,6583,38,3138,3,1
6583,66,6583,42,3140,4,1
6583,67,6583,43,3141,2,1
6583,69,6583,42,3140,5,1
6583,70,6583,42,3140,6,1
6583,71,6583,43,3141,3,1
6583,72,6583,45,3144,3,2
6583,73,6583,44,3143,2,1
6583,74,6583,219,3145,3,2
6583,75,6583,42,3140,7,1
6583,76,6583,230,3146,4,2
6583,77,6583,38,3138,4,1
6583,78,6583,43,3141,4,1
6583,79,6583,219,3145,4,2
6583,80,6583,230,3146,5,2
6583,229,6583,9,3136,2,1
6583,231,6583,230,3146,3,2
6588,178,6588,31,3147,4,8
6588,179,6588,31,3147,5,8
6588,180,6588,31,3147,6,8
6589,36,6589,31,3149,4,2
6589,37,6589,30,3150,3,2
6589,38,6589,7,3148,2,1
6589,40,6589,30,3150,4,2
6589,184,6589,31,3149,3,2
6590,48,6590,31,3153,3,1
6590,49,6590,34,3154,3,1
6590,50,6590,8,3152,3,1
6590,51,6590,8,3152,4,1
6590,52,6590,31,3153,4,1
6590,53,6590,34,3154,4,1
6590,54,6590,34,3154,5,1
6590,55,6590,34,3154,6,1
6590,56,6590,46,3154,7,2
6591,40,6591,32,3158,3,2
6591,41,6591,30,3161,3,2
6591,43,6591,32,3158,4,2
6591,46,6591,176,3156,2,1
6591,47,6591,191,3160,4,2
6591,185,6591,171,3159,2,1
6591,190,6591,191,3160,3,2
6602,44,6602,206,3163,2,1
6602,47,6602,206,3163,3,1
6602,48,6602,194,3165,2,1
6602,49,6602,194,3165,3,1
6602,50,6602,194,3165,4,1
6605,41,6605,32,3169,2,1
6605,42,6605,32,3169,3,1
6605,43,6605,217,3167,4,2
6605,44,6605,217,3167,5,2
6605,45,6605,32,3169,4,1
6605,46,6605,217,3167,6,2
6607,31,6607,30,3171,4,1
6615,38,6615,31,3172,2,1
6615,40,6615,176,3173,6,2
6615,41,6615,176,3173,5,2
6615,42,6615,176,3173,7,2
6615,43,6615,176,3173,8,2
6615,178,6615,176,3173,4,2
6616,37,6616,179,3177,2,1
6616,38,6616,176,3174,3,2
6616,40,6616,181,3182,2,1
6616,41,6616,31,3179,3,2
6616,42,6616,35,3176,2,1
6616,43,6616,32,3178,3,1
6616,44,6616,31,3179,4,2
6616,45,6616,208,3180,3,2
6616,203,6616,33,3181,2,1
6616,207,6616,209,3175,3,2
6624,35,6624,34,3185,3,2
6624,37,6624,34,3185,4,2
6633,38,6633,4,3187,2,1
6635,55,6635,171,3188,4,2
6635,56,6635,32,3190,3,1
6635,57,6635,197,3194,2,1
6635,60,6635,193,3193,2,1
6635,61,6635,199,3189,1,2
6635,64,6635,171,3188,5,2
6635,65,6635,53,3190,4,2
6635,66,6635,957,3192,1,2
6635,67,6635,193,3193,5,1
6635,195,6635,193,3193,4,1
6639,41,6639,35,3197,3,1
6639,42,6639,35,3197,4,1
6639,43,6639,35,3197,5,1
6639,44,6639,35,3197,6,1
6639,186,6639,6,3196,4,2
6639,187,6639,5,3195,4,1
6646,41,6646,33,3201,3,1
6646,42,6646,36,3199,3,2
6646,43,6646,30,3200,2,1
6646,44,6646,30,3200,3,1
6646,45,6646,33,3201,4,1
6646,46,6646,37,3202,3,2
6646,47,6646,183,3203,2,1
6655,43,6655,2,3204,3,1
6655,45,6655,36,3208,2,1
6655,46,6655,172,3205,4,1
6655,47,6655,183,3207,3,2
6655,48,6655,36,3208,3,1
6674,35,6674,178,3213,2,5
6674,36,6674,178,3213,3,5
6674,37,6674,178,3213,4,5
6682,35,6682,30,3215,3,1
6682,36,6682,30,3215,4,1
6682,37,6682,30,3215,5,1
6682,38,6682,171,3214,5,2
6682,39,6682,30,3215,6,1
6682,40,6682,171,3214,6,2
6682,178,6682,171,3214,3,2
6682,179,6682,171,3214,4,2
6684,44,6684,5,3216,3,2
6684,45,6684,34,3219,4,2
6684,48,6684,34,3219,3,2
6706,39,6706,176,3221,3,1
6706,40,6706,176,3221,4,1
6706,41,6706,197,3222,2,1
6706,42,6706,197,3222,3,1
6721,36,6721,6,3225,4,2
6722,32,6722,31,3226,2,1
6724,42,6724,187,3229,2,1
6724,44,6724,187,3229,3,1
6724,47,6724,186,3228,3,2
6724,48,6724,204,3230,3,1
6735,47,6735,3,3233,1,4
6735,48,6735,187,3232,2,3
6735,49,6735,3,3233,2,4
6735,50,6735,38,3236,2,1
6735,52,6735,191,3234,3,2
6735,53,6735,38,3236,3,1
6735,54,6735,195,3237,3,2
6735,55,6735,195,3237,4,2
6735,56,6735,196,3238,2,1
6735,57,6735,191,3234,4,2
6735,58,6735,38,3236,4,1
6735,59,6735,195,3237,5,2
6735,60,6735,196,3238,3,1
6735,61,6735,196,3238,4,1
6735,62,6735,44,3231,4,3
6735,193,6735,192,3239,3,2
6735,194,6735,192,3239,4,2
6736,41,6736,35,3240,2,1
6738,38,6738,188,3243,4,2
6738,40,6738,177,3243,7,5
6738,189,6738,188,3243,3,2
6740,37,6740,185,3247,3,2
6740,38,6740,31,3246,3,1
6750,39,6750,32,3249,3,1
6765,38,6765,6,3250,4,2
6765,39,6765,5,3251,4,2
6765,40,6765,30,3252,2,1
6765,41,6765,31,3253,2,1
6772,32,6772,31,3258,3,2
6779,49,6779,33,3259,5,2
6779,53,6779,204,3260,2,4
6779,55,6779,204,3260,1,4
6779,218,6779,204,3260,3,4
6785,39,6785,30,3266,3,2
6785,40,6785,179,3265,2,1
6785,41,6785,179,3265,3,1
6785,42,6785,32,3267,4,1
6785,43,6785,30,3266,4,2
6785,44,6785,30,3266,5,2
6785,45,6785,182,3268,2,1
6785,47,6785,173,3264,3,1
6785,48,6785,32,3267,5,1
6785,49,6785,173,3264,4,1
6785,50,6785,32,3267,6,1
6785,51,6785,33,3269,4,2
6785,180,6785,32,3267,2,1
6785,181,6785,32,3267,3,1
6789,33,6789,176,3270,3,1
6790,38,6790,32,3272,3,2
6790,41,6790,176,3273,2,1
6790,42,6790,32,3272,4,2
6793,42,6793,33,3276,2,1
6793,43,6793,33,3276,3,1
6793,45,6793,33,3276,4,1
6793,47,6793,174,3277,3,1
6798,41,6798,177,3279,4,1
6798,42,6798,177,3279,5,1
6798,43,6798,191,3281,2,1
6801,42,6801,195,3284,2,1
6801,43,6801,187,3283,3,1
6802,36,6802,31,3286,2,1
6820,38,6820,30,3287,3,1
6820,40,6820,36,3288,3,2
6820,41,6820,175,3289,3,2
6826,34,6826,179,3290,3,2
6826,35,6826,32,3291,2,1
6832,46,6832,2,3292,2,1
6832,47,6832,2,3292,3,1
6832,49,6832,181,3293,2,1
6836,30,6836,5,3294,4,2
6836,31,6836,5,3294,5,2
6838,34,6838,6,3295,4,2
6838,35,6838,6,3295,5,2
6839,44,6839,192,3302,2,1
6839,45,6839,37,3303,2,1
6839,46,6839,192,3302,3,1
6839,47,6839,180,3298,3,2
6839,48,6839,182,3299,4,2
6839,49,6839,182,3299,5,2
6839,187,6839,182,3299,3,2
6839,194,6839,9,3296,3,1
6841,32,6841,171,3304,4,2
6841,33,6841,171,3304,5,2
6841,34,6841,175,3305,3,2
6841,35,6841,175,3305,4,2
6841,36,6841,171,3304,6,2
6841,37,6841,175,3305,5,2
6843,36,6843,32,3306,4,3
6845,46,6845,34,3309,3,1
6845,48,6845,205,3312,3,2
6845,185,6845,186,3308,5,1
6853,35,6853,31,3315,4,1
6853,36,6853,31,3315,5,1
6857,32,6857,30,3317,4,3
6862,48,6862,35,3318,3,1
6862,49,6862,45,3319,2,1
6864,36,6864,32,3320,3,2
6864,40,6864,32,3320,4,2
6867,41,6867,207,3322,3,2
6872,33,6872,174,3324,4,1
6872,34,6872,31,3323,2,1
6872,35,6872,30,3325,3,2
6872,36,6872,174,3324,6,1
6872,37,6872,174,3324,7,1
6872,38,6872,30,3325,4,2
6872,181,6872,174,3324,3,1
6872,185,6872,174,3324,5,1
