KIDS,TAS,KID14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,P14REL,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
1,1,1.1,,,,,,,1,2,18,42,0,0,0,0,0,0,0,0,0,14,2,2,1,0,1,0,1,2,0,0,18,31,1972,3,3,96,1,18,183,1971,3,3,2019,1,12,2016,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1321,5,30,,,940,5,30,,,3582,5,30,,,395,4,30,,,5977,4,30,,,2,879,4,30,,,4401,4,30,2,5
1,,1.1,,,,,,,,2,18,43,0,0,0,0,0,0,0,0,0,14,2,2,1,0,1,0,1,2,2019,2017,18,36,1980,2,1,112,1,0,0,9999,99,99,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6012,2,30,,,1497,3,30,,,3769,3,33,,,974,3,33,,,7500,3,33,,,2,3368,3,30,,,0,0,0,,
1,1,1.1,,,,,,,1,2,18,45,0,0,0,0,0,0,0,0,0,14,2,2,1,0,1,0,0,2,0,0,18,185,1974,5,3,101,1,18,35,1974,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5937,4,30,,,7955,5,35,,,5016,5,33,,,2916,5,33,,,7557,4,33,,,2,4651,3,33,,,8610,2,30,2,6
1,,1.1,,,,,,,,2,18,48,0,0,0,0,0,0,0,0,0,14,2,1,1,0,1,0,0,2,0,0,18,37,1980,3,2,120,1,18,205,1984,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6638,0,0,,,448,0,0,,,4938,3,30,,,1459,3,30,,,7190,3,60,,,2,1431,4,30,,,5861,3,30,,
1,,1.1,,,,,,,,2,18,49,0,0,0,0,0,0,0,0,0,14,2,2,1,0,1,0,1,2,2019,2017,18,36,1980,2,2,116,1,18,206,1976,1,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6012,0,0,,,1497,0,0,,,3769,4,30,,,974,4,30,,,7500,4,30,,,2,3368,4,30,,,0,0,0,,
,3,,,,,,1,1,1,2,18,189,0,0,0,0,0,0,0,0,0,14,2,2,1,1,1,0,0,3,2017,2015,0,0,9999,99,99,999,9,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1057,3,30,,,293,3,30,,,3155,3,30,,,365,3,30,,,3172,3,30,2,6,,30,51,30,2,5,3818,51,30,2,5
,5,,,1,1,1,1,1,,2,22,30,0,5,0,0,0,0,0,0,0,10,1,2,1,0,1,0,0,2,0,0,22,3,1957,1,1,117,4,22,174,1962,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4407,2,30,,,2585,2,30,4,6,907,2,30,3,6,1751,2,30,2,5,1231,2,30,2,6,,669,2,30,2,5,470,2,30,,
,5,,,,1,1,1,1,1,2,22,31,0,5,0,0,0,0,0,0,0,10,1,2,1,1,1,1,1,2,2013,1991,22,173,1965,1,1,78,1,22,4,1964,3,1,2019,2,8,2010,10,2014,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3752,2,30,,,2831,2,30,,,962,51,30,3,6,841,51,30,2,6,759,51,30,2,5,,5337,3,30,2,5,40,3,30,2,5
,4,,,,,1,1,1,1,2,22,176,0,0,0,0,0,0,0,0,0,10,1,1,1,0,1,0,1,3,2009,2009,22,175,1973,2,1,998,2,22,4,1964,3,2,2019,2,6,2014,8,2016,99,9999,99,9999,99,9999,2019,1,6,2013,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,3548,3,30,,,5288,2,30,,,0,0,0,,,5984,2,30,2,5,1415,1,10,2,5,,1342,1,10,2,6,283,1,10,2,6
1,,1.1,,,,,,,,2,23,32,0,0,0,0,0,0,0,0,0,10,1,1,1,0,1,0,0,2,0,0,23,178,1980,3,1,144,2,23,31,1971,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7626,3,30,,,3198,3,30,,,7163,3,30,,,7992,3,30,,,8607,3,30,,,2,2836,3,30,,,1100,3,30,,
1,,1.1,,,,,,,,2,23,33,0,0,0,0,0,0,0,0,0,10,1,1,1,0,1,0,0,2,0,0,23,178,1980,3,2,139,2,23,31,1971,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7626,4,30,,,3198,4,30,,,7163,4,30,,,7992,4,30,,,8607,4,30,,,2,2836,4,30,,,1100,4,30,,
1,,1.1,,,,,,,,2,23,34,0,0,0,0,0,0,0,0,0,10,1,2,1,0,1,0,0,2,0,0,23,178,1980,3,3,136,2,23,31,1971,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7626,0,0,,,3198,0,0,,,7163,0,0,,,7992,0,0,,,8607,5,30,,,2,2836,5,30,,,1100,5,30,,
,3,,,,,,1,1,1,2,39,31,0,0,0,0,0,0,0,0,0,3,2,2,1,1,1,0,1,2,2019,2015,39,174,1972,2,1,117,1,39,30,1970,2,1,2013,0,99,9999,99,9999,99,9999,99,9999,99,9999,2013,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1269,3,30,,,1214,3,30,,,2941,3,30,,,863,3,30,,,4968,3,30,2,6,,5050,51,30,2,4,3059,51,30,2,5
1,,1.1,,,,,,,,2,39,33,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,3,1,2,2019,2019,39,174,1972,2,2,126,1,39,30,1970,2,2,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,2018,0,1968,0,1269,4,30,,,1214,4,30,,,2941,4,30,,,863,4,30,,,4968,4,30,,,2,5050,3,30,,,3059,3,30,,
,3,,,,1,1,1,,,2,40,35,0,5,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,40,4,1961,3,3,117,1,40,171,1962,3,3,2019,3,1,2005,4,2011,2,2009,99,9999,99,9999,2019,1,5,2008,5,99,9999,2,2015,99,9999,9,99,9999,99,9999,5,0,0,1968,0,6203,6,40,,,3462,1,10,,,6236,1,10,3,6,7750,1,10,2,6,2896,1,10,2,6,,8954,1,10,,,8096,1,10,,
,1,,,,,,,,1,2,40,37,0,5,0,0,0,0,0,0,0,7,1,2,1,0,1,0,1,2,2019,2019,40,30,1971,3,1,131,1,40,172,1970,3,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,2,4,2009,4,8,2012,8,2011,9,2013,1,99,9999,99,9999,1,0,0,1968,0,7826,3,30,,,7660,2,30,,,3738,2,20,,,708,2,20,,,2106,1,10,,,,6248,2,20,,,9260,2,20,2,4
,3,,,,,1,,1,1,2,40,38,0,5,0,0,0,0,0,0,0,7,1,1,1,1,1,0,0,2,2017,2013,40,30,1971,3,2,123,1,40,172,1970,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7826,4,30,,,2199,3,30,,,1105,3,30,,,290,3,30,2,6,3380,51,30,,,,7541,51,30,2,6,8029,51,30,2,6
,1,,,,,,1,,,2,40,39,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,1,2,2019,2015,40,30,1971,3,3,144,1,40,173,1970,1,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,7660,3,30,,,732,3,30,,,8287,3,30,,,3559,3,30,,,6418,3,30,2,5,,0,0,0,,,8259,3,30,,
1,,1.1,,,,,,,,2,40,44,0,0,0,0,0,0,0,0,0,7,1,2,1,0,1,0,0,2,0,0,40,31,1980,2,1,123,1,40,181,1977,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4536,3,30,,,1340,3,30,,,14,3,30,,,5453,3,30,,,4973,3,30,,,2,2673,3,30,,,8073,3,30,,
1,,1.1,,,,,,,,2,40,45,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,2,0,0,40,31,1980,2,2,158,1,40,181,1977,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4536,0,0,,,1340,0,0,,,14,4,30,,,5453,4,30,,,4973,4,30,,,2,2673,4,30,,,8073,4,30,,
,1,,,,,,,,1,2,41,32,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,0,0,41,177,1976,2,1,130,1,41,193,1963,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1114,3,60,,,308,3,60,,,337,3,60,,,561,3,60,,,650,3,60,,,,4698,3,60,,,3858,3,60,2,6
1,,1.1,,,,,,,,2,41,34,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,0,0,41,186,1983,3,1,138,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1578,2,30,,,888,3,35,,,1200,3,35,,,1864,3,35,,,4278,3,35,,,2,2759,3,35,,,6731,3,35,,
1,,1.1,,,,,,,,2,41,37,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,2019,2019,41,183,1978,3,2,134,1,41,196,1979,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1462,4,30,,,422,4,30,,,1072,4,30,,,1236,4,30,,,6605,4,30,,,2,7036,4,30,,,4383,4,30,,
1,,1.1,,,,,,,,2,41,38,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,0,0,41,186,1983,3,2,120,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1578,3,30,,,888,4,35,,,1200,4,35,,,1864,4,35,,,4278,4,35,,,2,2759,4,35,,,6731,4,35,,
1,,1.1,,,,,,,,2,41,39,0,0,0,0,0,0,0,0,0,6,2,1,1,0,1,0,1,2,0,0,41,197,1978,2,1,104,1,41,180,1981,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3566,3,30,,,460,3,30,,,2444,3,30,,,2106,3,30,,,5837,3,30,,,2,8194,3,30,,,4197,3,30,,
1,,1.1,,,,,,,,2,41,40,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,0,0,41,186,1983,3,3,102,2,41,199,1970,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1578,0,0,,,888,5,30,,,1200,5,30,,,1864,5,30,,,4278,5,30,,,2,2759,5,30,,,6731,5,30,,
1,,1.1,,,,,,,,2,41,41,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,0,0,41,197,1978,2,2,120,1,41,180,1981,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3566,0,0,,,460,4,30,,,2444,4,30,,,2106,4,30,,,5837,4,30,,,2,8194,4,30,,,4197,4,30,,
1,,1.1,,,,,,,,2,41,43,0,0,0,0,0,0,0,0,0,6,2,2,1,0,1,0,1,2,0,0,41,187,1984,2,1,117,1,41,203,1984,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4997,0,0,,,488,0,0,,,1323,3,30,,,1899,3,30,,,3578,3,30,,,2,3513,2,30,,,3834,2,30,,
1,,1.1,,,,,,,,2,41,44,0,0,0,0,0,0,0,0,0,6,2,1,1,0,1,0,1,2,0,0,41,30,1978,3,1,138,1,41,204,1979,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7474,0,0,,,8300,0,0,,,8010,0,0,,,1189,3,30,,,8138,3,30,,,2,2512,3,30,,,8454,3,30,,
1,,1.1,,,,,,,,2,41,45,0,0,0,0,0,0,0,0,0,6,2,1,1,0,1,0,1,2,0,0,41,30,1978,3,2,149,1,41,204,1979,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7474,0,0,,,8300,0,0,,,8010,0,0,,,1189,0,0,,,8138,4,30,,,2,2512,4,30,,,8454,4,30,,
,2,,,,,1,1,,,2,45,32,0,5,0,0,0,0,0,0,0,31,2,1,1,1,1,0,1,2,2019,2017,45,31,1977,3,1,127,2,45,920,9999,99,99,2015,2,7,2010,3,2012,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3253,3,30,,,751,3,30,,,40,3,30,,,2720,3,30,2,6,2753,3,30,2,6,,51,3,30,,,0,0,0,,
,3,,,,,,1,1,1,2,45,33,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,1,2,2009,2003,45,31,1977,3,2,103,1,45,177,1972,1,1,2019,2,12,2015,3,2018,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,2019,1968,0,0,0,0,,,0,0,0,,,0,0,0,,,1285,3,30,,,4511,1,10,2,6,,523,1,10,2,6,8738,2,22,2,6
,2,,,,,,,1,1,2,45,34,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,1,2,2009,2003,45,30,1973,1,1,117,2,0,0,9999,99,99,2019,1,6,2017,99,9999,99,9999,99,9999,99,9999,2019,1,6,2014,4,4,2019,3,2016,99,9999,9,99,9999,99,9999,4,0,2017,1968,0,4943,3,30,,,5584,3,30,,,0,0,0,,,3584,3,30,,,4255,3,30,,,,7404,2,20,2,6,8283,1,10,2,6
1,,1.1,,,,,,,,2,45,35,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,0,2,0,0,45,31,1977,3,3,125,4,45,942,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4773,3,30,,,12,2,30,,,47,2,30,,,1285,2,30,,,1830,3,30,,,2,5645,2,30,,,4811,3,30,,
,4,,1,1,1,1,,,,2,47,34,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,4,1960,2,1,131,1,47,170,1960,2,1,2019,2,4,2012,7,2014,99,9999,99,9999,99,9999,2019,1,7,2006,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2015,1968,0,2516,3,30,5,5,2554,2,20,4,5,2699,2,20,3,6,3153,2,20,2,5,1841,2,20,,,,6374,2,20,,,5744,2,20,,
,5,,,1,1,1,1,1,,2,47,35,0,5,0,0,0,0,0,0,0,14,1,1,1,0,1,0,0,2,0,0,47,31,1970,3,1,998,2,47,174,1968,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1523,3,30,,,3357,3,30,4,5,2260,3,30,3,5,1206,3,30,2,5,2030,3,30,2,5,,8891,1,10,2,4,4710,1,10,,
,5,,,,1,1,1,1,1,2,47,36,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,4,1960,2,2,141,1,47,170,1960,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,7,2017,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,2516,4,30,,,1528,3,30,,,3510,3,30,3,5,337,3,30,2,5,869,3,30,2,6,,1840,1,10,2,5,3934,1,10,2,5
,5,,,,1,1,1,1,1,2,47,37,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,1,2,2007,2007,47,173,1968,2,1,141,1,47,5,1964,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5476,3,33,,,0,0,0,,,8718,1,10,3,5,2860,1,10,2,6,4606,1,10,2,5,,1729,1,10,2,5,3782,1,10,2,6
,4,,,,,1,1,1,1,2,47,38,0,5,0,0,0,0,0,0,0,14,1,1,1,1,1,0,1,2,2019,2007,47,173,1968,2,2,998,1,47,5,1964,3,2,2011,0,99,9999,99,9999,99,9999,99,9999,99,9999,2011,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5476,4,33,,,0,0,0,,,5369,4,30,,,2137,4,30,2,6,3521,51,30,2,5,,7143,51,30,2,5,4959,51,30,2,6
,2,,,,,,,1,1,2,47,39,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,31,1970,3,2,119,1,47,174,1968,3,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1523,4,30,,,3357,4,30,,,2260,4,30,,,1206,4,30,,,2030,4,30,,,,7543,3,30,2,5,9208,3,30,2,5
,2,,,,,,,1,1,2,47,40,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,32,1972,2,1,147,1,47,176,1969,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1910,3,30,,,2180,3,30,,,5381,3,30,,,567,3,30,,,2002,3,30,,,,843,3,30,2,4,6845,3,30,2,5
1,1,1.1,,,,,,,1,2,47,41,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,31,1970,3,3,129,1,47,174,1968,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1523,5,30,,,3357,5,30,,,2260,5,30,,,1206,5,30,,,2030,5,30,,,2,7543,4,30,,,9208,4,30,2,5
,1,,,,,,,,1,2,47,42,0,0,0,0,0,0,0,0,0,14,1,1,1,1,1,0,1,2,2019,2015,47,33,1975,2,1,116,2,47,175,1971,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,2013,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3942,3,30,,,3779,3,30,,,3506,3,30,,,4135,3,30,,,7387,3,30,,,,0,0,0,,,7897,51,30,2,5
1,1,1.1,,,,,,,1,2,47,43,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,32,1972,2,2,131,1,47,176,1969,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1910,4,30,,,2180,4,30,,,5381,4,30,,,567,4,30,,,2002,4,30,,,2,843,4,30,,,6845,4,30,2,5
1,,1.1,,,,,,,,2,47,44,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,181,1973,1,1,159,1,47,5,1964,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5208,3,30,,,6252,3,30,,,5369,3,30,,,2137,3,30,,,3521,3,30,,,2,7143,3,30,,,4959,3,30,,
1,,1.1,,,,,,,,2,47,46,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,47,34,1987,2,1,118,1,47,182,1984,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2516,0,0,,,2554,0,0,,,2699,0,0,,,3153,0,0,,,1841,3,30,,,2,6374,3,30,,,5744,3,30,,
,5,,,1,1,1,1,1,,2,50,32,0,5,0,0,0,0,0,0,0,4,1,2,1,1,1,0,0,2,2013,2011,50,171,1960,2,1,131,1,50,3,1959,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5103,3,30,,,181,3,30,4,6,1911,3,30,3,6,6025,51,30,2,5,1140,51,30,2,5,,8703,2,30,2,5,7312,1,10,,
,5,,,,1,1,1,1,1,2,50,33,0,5,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,2,0,0,50,171,1960,2,2,146,1,50,3,1959,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5103,4,30,,,181,4,30,,,1911,4,30,3,5,6025,3,30,2,6,1140,2,30,2,5,,1191,2,30,2,5,6193,1,10,2,5
,4,,,,,1,1,1,1,2,50,34,0,5,0,0,0,0,0,0,0,4,1,2,1,0,1,0,0,2,0,0,50,5,1961,2,1,120,1,50,170,1959,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3963,3,30,,,514,3,30,,,2992,3,30,,,5981,3,30,2,5,3227,3,30,2,4,,3555,3,30,2,5,5884,3,30,2,4
1,,1.1,,,,,,,,2,50,36,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,2,2017,2017,50,31,1978,2,1,133,1,50,177,1970,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4848,0,0,,,608,0,0,,,3410,3,30,,,7576,3,30,,,1097,3,30,,,2,9030,3,30,,,0,0,0,,
1,,1.1,,,,,,,,2,50,37,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,1,2,2017,2017,50,31,1978,2,2,106,1,50,177,1970,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4848,0,0,,,608,0,0,,,3410,0,0,,,7576,4,30,,,1097,4,30,,,2,9030,4,30,,,0,0,0,,
,4,,,,1,1,1,1,,2,51,31,0,5,0,0,0,0,0,0,0,4,1,1,1,1,1,0,1,2,2019,2007,51,30,1970,4,1,144,1,51,170,1968,1,1,2015,3,7,2007,1,2011,6,2008,99,9999,99,9999,2015,1,11,2007,5,99,9999,3,2013,99,9999,9,99,9999,99,9999,5,0,0,1968,0,116,3,30,,,1546,51,30,,,8443,1,10,3,6,2839,1,10,2,6,4566,51,10,2,6,,7034,1,10,2,5,0,0,0,,
1,,1.1,,,,,,,,2,51,35,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,2,0,0,51,172,1988,5,1,139,2,51,31,1988,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,116,0,0,,,1546,0,0,,,8443,3,30,,,2839,3,30,,,4566,2,30,,,2,6267,3,35,,,5557,3,35,,
1,,1.1,,,,,,,,2,51,36,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,2,0,0,51,172,1988,5,2,75,1,51,31,1988,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,116,0,0,,,1546,0,0,,,8443,4,30,,,2839,4,30,,,4566,3,30,,,2,6267,4,35,,,5557,4,35,,
1,,1.1,,,,,,,,2,51,37,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1,0,0,2,0,0,51,172,1988,5,3,130,1,51,31,1988,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,116,0,0,,,1546,0,0,,,8443,0,0,,,2839,5,30,,,4566,4,30,,,2,6267,5,35,,,5557,5,35,,
,4,,1,1,1,1,,,,2,53,35,0,5,0,0,0,0,0,0,0,8,2,2,1,1,1,0,1,2,2019,2009,53,6,1959,2,1,995,1,53,172,1961,1,1,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,1,11,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,1392,3,33,5,5,2241,3,33,4,6,460,51,33,3,5,3293,1,10,2,5,3481,1,10,,,,945,2,20,,,0,0,0,,
,5,,1,1,1,1,1,,,2,53,36,0,5,0,0,0,0,0,0,0,8,2,2,1,0,1,0,1,2,2019,2017,53,4,1958,3,3,115,1,53,173,1958,3,3,2015,3,8,2005,10,2012,4,2011,99,9999,99,9999,2015,1,5,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2013,1968,0,1616,3,30,5,6,2433,3,30,4,6,7020,2,22,3,6,8356,2,22,2,5,7449,2,22,2,5,,6437,2,20,,,0,0,0,,
